author_searched,title,description,categories,author_avg_rating,author_rating_count,author_total_reviews,book_avg_rating,num_pages,book_published_year
John Grisham,The Testament,"#1 ""NEW YORK TIMES"" BESTSELLER In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions--a message that will touch off a vicious legal battle and transform dozens of lives. Because Troy Phelan's new will names a sole surprise heir to his eleven-billion-dollar fortune: a mysterious woman named Rachel Lane, a missionary living deep in the jungles of Brazil. Enter the lawyers. Nate O'Riley is fresh out of rehab, a disgraced corporate attorney handpicked for his last job: to find Rachel Lane at any cost. As Phelan's family circles like vultures in D.C., Nate goes crashing through the Brazilian jungle, entering a world where money means nothing, where death is just one misstep away, and where a woman--pursued by enemies and friends alike--holds a stunning surprise of her own.",'Fiction',3.97,6712177,266168,5.0,419,2010
John Grisham,The Runaway Jury,"#1 NEW YORK TIMES BESTSELLER They are at the center of a multimillion-dollar legal hurricane: twelve men and women who have been investigated, watched, manipulated, and harassed by high-priced lawyers and consultants who will stop at nothing to secure a verdict. Now the jury must make a decision in the most explosive civil trial of the century, a precedent-setting lawsuit against a giant tobacco company. But only a handful of people know the truth: that this jury has a leader, and the verdict belongs to him. He is known only as Juror #2. But he has a name, a past, and he has planned his every move with the help of a beautiful woman on the outside. Now, while a corporate empire hangs in the balance, while a grieving family waits, and while lawyers are plunged into a battle for their careers, the truth about Juror #2 is about to explode in a cross fire of greed and corruption--and with justice fighting for its life.",'Fiction',3.97,6712177,266168,5.0,498,2010
John Grisham,Rogue Lawyer,"#1 NEW YORK TIMES BESTSELLER • Featuring one of John Grisham’s most colorful, outrageous, and vividly drawn characters yet, Rogue Lawyer showcases the master of the legal thriller at his very best. On the right side of the law—sort of—Sebastian Rudd is not your typical street lawyer. His office is a customized bulletproof van, complete with Wi-Fi, a bar, a small fridge, and fine leather chairs. He has no firm, no partners, and only one employee: his heavily armed driver, who also so happens to be his bodyguard, law clerk, confidant, and golf caddie. Sebastian drinks small-batch bourbon and carries a gun. He defends people other lawyers won’t go near: a drug-addled, tattooed kid rumored to be in a satanic cult; a vicious crime lord on death row; a homeowner arrested for shooting at a SWAT team that mistakenly invaded his house. Why these clients? Because Sebastian believes everyone is entitled to a fair trial—even if he has to bend the law to secure one.",'Fiction',3.97,6712177,266168,5.0,401,2016
John Grisham,Ford County: Stories,"#1 NEW YORK TIMES BESTSELLER • In his first collection of short stories John Grisham takes us back to Ford County, Mississippi, the setting of his first novel, A Time to Kill. This riveting collection of short stories features an unforgettable cast of characters: Wheelchair-bound Inez Graney and her two older sons embark on a bizarre road trip through the Mississippi Delta to visit Inez’s youngest son, Raymond—on death row. A hard-drinking, low-grossing divorce lawyer fed up with his wife, his life, and the law plans a drastic escape after an unexpected phone call. A quiet, unassuming data collector sets out to bring down a flashy casino owner with his skill at blackjack—as payback for the theft of his wife. A stalker hunts victims in a retirement home, a lawyer confronts a vengeful adversary from the past, and a young man from a prominent family is driven off by scandal and fear—but finds unexpected redemption on the wrong side of the tracks. Often hilarious, frequently moving, and always entertaining, this collection makes it abundantly clear why John Grisham is our most popular storyteller.",'Fiction',3.97,6712177,266168,1.0,67,2013
John Grisham,Camino Island,"""Bruce Cable owns a bookstore in a sleepy resort town on Camino Island in Florida. He makes his real money, though, as a prominent dealer in rare books. Very few people know that he occasionally dabbles in the black market of stolen books and manuscripts. Mercer Mann, a young novelist who was recently laid off, is offered a generous sum of money to go undercover and infiltrate Bruce Cable's circle of friends. But eventually Mercer learns far too much...""--",'Fiction',3.97,6712177,266168,5.0,305,2017
John Grisham,Camino Winds,"There's trouble in paradise. Following his no 1 Sunday Times bestselling novel Camino Island, John Grisham returns with novelist heroine Mercer Mann. Murder and intrigue combine in a breathless thriller set on a hurricane-lashed Florida island.",'Fiction',3.97,6712177,266168,2.0,0,2020
Stephen King,The Body,"#1 New York Times bestselling author Stephen King’s timeless novella “The Body”—originally published in his short story collection Different Seasons, and adapted into the film classic Stand by Me—is now available as a stand-alone publication. It’s 1960 in the fictional town of Castle Rock, Maine. Ray Brower, a boy from a nearby town, has disappeared, and twelve-year-old Gordie Lachance and his three friends set out on a quest to find his body along the railroad tracks. During the course of their journey, Gordie, Chris Chambers, Teddy Duchamp, and Vern Tessio come to terms with death and the harsh truths of growing up in a small factory town that doesn’t offer much in the way of a future. A timeless exploration of the loneliness and isolation of young adulthood, Stephen King’s The Body is an iconic, unforgettable, coming-of-age story.",'Fiction',4.07,21440043,1080988,5.0,96,1994
Stephen King,Fairy Tale,Paperback edition includes reading group guide.,'Fiction',4.07,21440043,1080988,4.0,244,2007
Stephen King,Carrie,Make a date with terror -- and live the nightmare that is ...,'Fiction',4.07,21440043,1080988,4.0,321,2011
Stephen King,The Dark Tower I,Originally published in 1982 by Donald M. Grant.,'Fiction',4.07,21440043,1080988,4.0,908,2004
Stephen King,Bag of Bones,A haunted love story.,'Fiction',4.07,21440043,1080988,4.5,756,1999
Stephen King,Joyland,"Life is Not Always a Butcher's Game. Sometimes the Prizes Are Real. Sometimes They're Precious. All-time best-selling author STEPHEN KING returns with a novel of carny life—and death... College student Devin Jones took the summer job at Joyland hoping to forget the girl who broke his heart. But he wound up facing something far more terrible: the legacy of a vicious murder, the fate of a dying child, and dark truths about life—and what comes after—that would change his world forever. A riveting story about love and loss, about growing up and growing old—and about those who don't get to do either because death comes for them before their time—JOYLAND is Stephen King at the peak of his storytelling powers. With all the emotional impact of King masterpieces such as The Green Mile and The Shawshank Redemption, JOYLAND is at once a mystery, a horror story, and a bittersweet coming-of-age novel, one that will leave even the most hard-boiled reader profoundly moved.",'Fiction',4.07,21440043,1080988,4.0,229,2014
Stephen King,Four Past Midnight,Four novellas about horror in the late night hours.,'Fiction',4.07,21440043,1080988,5.0,266,2001
Stephen King,The Tommyknockers,"Master storyteller Stephen King presents the classic, terrifying #1 New York Times bestseller about a terrifying otherworldly discovery and the effects it has a on a small town. “Late last night and the night before, Tommyknockers, Tommyknockers, knocking at the door…” On a beautiful June day, while walking deep in the woods on her property in Haven, Maine, Bobbi Anderson quite literally stumbles over her own destiny and that of the entire town. For the dull gray metal protrusion she discovers in the ground is part of a mysterious and massive metal object, one that may have been buried there for millennia. Bobbi can’t help but become obsessed and try to dig it out…the consequences of which will affect and transmute every citizen of Haven, young and old. It means unleashing extraordinary powers beyond those of mere mortals—and certain death for any and all outsiders. An alien hell has now invaded this small New England town…an aggressive and violent malignancy devoid of any mercy or sanity…",'Fiction',4.07,21440043,1080988,5.0,880,2016
Stephen King,Rose Madder,"A grimmer than Grimm fairy tale for our times--from the master of the macabre, Stephen King. Fleeing a nightmare marriage, Rosie Daniels tries to lose herself in a place where Norman can't find her. But Norman is a cop--and very good at finding people. For Rosie to survive, she must enter her own myth--and become someone she never knew she could be.",'Fiction',4.07,21440043,1080988,4.0,438,1995
Stephen King,Sleeping Beauties,"In this father-son collaboration, the authors tell the story of what might happen if women disappeared from the world of men. Set in a small Appalachian town whose primary employer is a women's prison, in a future so real and near it might be now, something happens when women go to sleep. They become shrouded in a cocoon-like gauze. If they are awakened, if the gauze wrapping their bodies is disturbed or violated, the women become feral and spectacularly violent. While they sleep they go to another place. The men of our world are abandoned, left to their increasingly primal devices. One woman, however, the mysterious Evie, is immune to the blessing or curse of the sleeping disease. Is Evie a medical anomaly to be studied, or is she a demon who must be slain?",'Fiction',4.07,21440043,1080988,4.0,720,2017
Stephen King,The Breathing Method,"There is a strange men's club in New York where all the members tell each other stories and where no-one looks older, no matter how many years have passed. One night a doctor tells the story of a young woman who gives birth to a baby in the most horrible way.",'Horror tales',4.07,21440043,1080988,1.0,228,1990
Stephen King,It. Film Tie-In,"This tie-in edition will be available from 16 July TIE IN TO A NEW MAJOR MOTION PICTURE, IT: CHAPTER 2, ADAPTED FROM KING'S TERRIFYING CLASSIC 27 years later, the Losers Club have grown up and moved away, until a devastating phone call brings them back... Derry, Maine was just an ordinary town: familiar, well-ordered for the most part, a good place to live. It was a group of children who saw- and felt- what made Derry so horribly different. In the storm drains, in the sewers, IT lurked, taking on the shape of every nightmare, each one's deepest dread. Sometimes IT appeared as an evil clown named Pennywise and sometimes IT reached up, seizing, tearing, killing . . . Time passed and the children grew up, moved away and forgot. THEN they are called back, once more to confront IT as IT stirs and coils in the sullen depths of their memories, emerging again to make their past nightmares a terrible present reality... 'They'll float...and when you're down here with me, you'll float too'",'Fiction',4.07,21440043,1080988,2.5,192,2009
Stephen King,The Breathing Method,"There is a strange men's club in New York where all the members tell each other stories and where no-one looks older, no matter how many years have passed. One night a doctor tells the story of a young woman who gives birth to a baby in the most horrible way.",'Horror tales',4.07,21440043,1080988,3.0,624,2014
Stephen King,Just After Sunset,"A stunning collection from international bestseller Stephen King that displays his phenomenally broad readership (stories published in The New Yorker, Playboy, and McSweeney’s and including the 25,000 word story “Gingerbread Girl” published in Esquire). Stephen King—who has written more than fifty books, dozens of number one New York Times bestsellers, and many unforgettable movies—delivers an astonishing collection of short stories, his first since Everything’s Eventual six years ago. As guest editor of the bestselling Best American Short Stories 2007, King spent over a year reading hundreds of stories. His renewed passion for the form is evident on every page of Just After Sunset. The stories in this collection have appeared in The New Yorker, Playboy, McSweeney’s, The Paris Review, Esquire, and other publications. Who but Stephen King would turn a Port-O-San into a slimy birth canal, or a roadside honky-tonk into a place for endless love? A book salesman with a grievance might pick up a mute hitchhiker, not knowing the silent man in the passenger seat listens altogether too well. Or an exercise routine on a stationary bicycle, begun to reduce bad cholesterol, might take its rider on a captivating—and then terrifying—journey. Set on a remote key in Florida, “The Gingerbread Girl” is a riveting tale featuring a young woman as vulnerable—and resourceful—as Audrey Hepburn’s character in Wait Until Dark. In “Ayana,” a blind girl works a miracle with a kiss and the touch of her hand. For King, the line between the living and the dead is often blurry, and the seams that hold our reality intact might tear apart at any moment. In one of the longer stories here, “N.,” which recently broke new ground when it was adapted as a graphic digital entertainment, a psychiatric patient’s irrational thinking might create an apocalyptic threat in the Maine countryside...or keep the world from falling victim to it. Just After Sunset—call it dusk, call it twilight, it’s a time when human intercourse takes on an unnatural cast, when nothing is quite as it appears, when the imagination begins to reach for shadows as they dissipate to darkness and living daylight can be scared right out of you. It’s the perfect time for Stephen King.",'Fiction',4.07,21440043,1080988,4.0,580,2008
Stephen King,It,"Now with a stunning new cover look, King's classic No. 1 bestseller and the basis for the massively successful films It: Chapter One and It: Chapter Two as well as the inspiration for HBO Max's upcoming Welcome to Derry. We all float down here. Derry, Maine is just an ordinary town: familiar, well-ordered for the most part, a good place to live. It is a group of children who see - and feel - what makes Derry so horribly different. In the storm drains, in the sewers, IT lurks, taking on the shape of every nightmare, each one's deepest dread. Sometimes IT appears as an evil clown named Pennywise and sometimes IT reaches up, seizing, tearing, killing . . . Time passes and the children grow up, move away and forget. Until they are called back, once more to confront IT as IT stirs and coils in the sullen depths of their memories, emerging again to make their past nightmares a terrible present reality.",'Fiction',4.07,21440043,1080988,5.0,1168,2019
Stephen King,The Drawing of the Three,Originally published by Donald M. Grant in 1987.,'Fiction',4.07,21440043,1080988,5.0,455,1997
Stephen King,The Gunslinger,"Roland of Gilead, the Last Gunslinger, sets out on his journey of good and evil in his quest for the Dark Tower. Across a desolate world which mirrors our own, he persues the Man in Black, encounters an alluring woman named Alice and befriends a kid named Jake. And still the Dark Tower beckons.",'Adventure stories',4.07,21440043,1080988,4.0,0,2003
Stephen King,Insomnia,"Since his wife died, Ralph Roberts has been having trouble sleeping. Each night he awakens a little earlier until he's barely sleeping at all. During his late night vigils and walks, he observes some strange things going on in Derry, Maine. He sees coloured ribbons streaming from people's heads. He witnesses two strange little men wandering the city under cover of night. He begins to suspect that these visions are something more than hallucinations brought about by sleep deprivation. Ralph and his friend, widow Lois Chasse, become enmeshed in events of cosmic significance.",'Fiction',4.07,21440043,1080988,4.5,625,2008
Stephen King,Lisey's Story,"Two years after losing her husband of twenty-five years, Lisey looks back at the sometimes frightening intimacy that marked their marriage, her husband's successes as an award-winning novelist, and his secretive nature that established Lisey's supernatural belief systems, on which she eventually comes to depend for survival. Reprint. 50,000 first printing.",'Fiction',4.07,21440043,1080988,5.0,529,2006
Stephen King,Thinner,"For use in schools and libraries only. After an old gypsy woman is killed by his car, lawyer Billy Halleck is stricken with a flesh-wasting malady and must undertake a nightmarish journey to confront the forces of death.",'Fiction',4.07,21440043,1080988,3.5,318,1984
Stephen King,Stephen King's Danse Macabre,"The author addresses the topic of what makes horror horrifying and what makes terror terrifying. King delivers one colorful observation after another about the great stories, books and films that comprise of the horror genre--from Frankenstein and Dracula to The exorcist, The twilight zone and Earth vs. The flying saucers.",'Art',4.07,21440043,1080988,4.0,374,2007
Stephen King,The Dark Tower III,"Roland, the Last Gunslinger, and his companions--Eddie Dean and Susannah--cross the desert of damnation, drawing ever closer to the Dark Tower, a legion of fiendish foes, and revelations that could alter the world.",'Fiction',4.07,21440043,1080988,5.0,590,2003
Stephen King,If It Bleeds,"Holly Gibney (from Stephen King's Bill Hodges trilogy and The outsider) must face her fears and possibly another outsider--this time on her own. In ""Mr. Harrigan's Phone,"" an intergenerational friendship has a disturbing afterlife. ""The Life of Chuck"" explores, beautifully, how each of us contains multitudes. And in ""Rat,"" a struggling writer must contend with the darker side of ambition. If these stories show King's range, they also prove that certain themes endure. One of King's great concerns is evil, and in If it bleeds, there's plenty of it. There is also evil's opposite, which in King's fiction often manifests as friendship. In this collection, Holly is reminded that friendship is not only life-affirming but can be lifesaving. Young Craig befriends Mr. Harrigan, and the sweetness of this connection is its own reward. King also reminds us that life's quotidian pleasures are even more glorious because they are fleeting: the outrageous good fortune of a beautiful blue day after a string of gray ones; the delight of dancing really well, when every move feels perfect; a serendipitous meeting. It's in these moments that King's ability to describe pure joy rivals his ability to terrify us. --",'Fiction',4.07,21440043,1080988,5.0,5,2021
Stephen King,A Good Marriage,"Now a major motion picture, Stephen King's brilliant and terrifying story of a marriage with truly deadly secrets. Darcy Anderson’s husband of more than twenty years is away on one of his routine business trips when the unsuspecting Darcy looks for batteries in the garage. Her toe knocks up against a hidden box under a worktable and in it she discovers a trove of horrific evidence that her husband is two men—one, the benign father of her children, the other, a raging rapist and murderer. It’s a horrifying discovery, rendered with bristling intensity, and it definitively ends “A Good Marriage.” This story was originally published in Stephen King’s acclaimed collection, Full Dark, No Stars.",'Fiction',4.07,21440043,1080988,5.0,544,2011
Stephen King,Just After Sunset EXP,"Subtle, haunting, terrifying—this astonishing collection of short stories from #1 bestselling author Stephen King includes the short story “N.” Stephen King—who has written more than fifty books, dozens of number one New York Times bestsellers, and many unforgettable movies—delivers an astonishing collection of short stories, his first since Everything's Eventual six years ago. As guest editor of the bestselling Best American Short Stories 2007, King spent over a year reading hundreds of stories. His renewed passion for the form is evident on every page of Just After Sunset. The stories in this collection have appeared in The New Yorker, Playboy, McSweeney's, The Paris Review, Esquire, and other publications. Who but Stephen King would turn a Port-O-San into a slimy birth canal, or a roadside honky-tonk into a place for endless love? A book salesman with a grievance might pick up a mute hitchhiker, not knowing the silent man in the passenger seat listens altogether too well. Or an exercise routine on a stationary bicycle, begun to reduce bad cholesterol, might take its rider on a captivating—and then terrifying—journey. Set on a remote key in Florida, “The Gingerbread Girl” is a riveting tale featuring a young woman as vulnerable—and resourceful—as Audrey Hepburn’s character in Wait Until Dark. In “Ayana,” a blind girl works a miracle with a kiss and the touch of her hand. For King, the line between the living and the dead is often blurry, and the seams that hold our reality intact might tear apart at any moment. In one of the longer stories here, “N.,” which broke new ground when it was adapted as a graphic digital entertainment, a psychiatric patient’s irrational thinking might create an apocalyptic threat in the Maine countryside...or keep the world from falling victim to it. Just After Sunset—call it dusk, call it twilight, it’s a time when human intercourse takes on an unnatural cast, when nothing is quite as it appears, when the imagination begins to reach for shadows as they dissipate to darkness and living daylight can be scared right out of you. It’s the perfect time for Stephen King.",'Fiction',4.07,21440043,1080988,3.5,386,2008
Stephen King,Duma Key,"A supernatural thriller/ psychological horror story of Edgar Freemantle who suffered a loss of vision and the right arm, and moved from Minnesota to Duma key, Florida, where he discovered that he has a talent for painting... Vietnamese translation by Vu Hien Duy. In Vietnamese. Distributed by Tsai Fong Books, Inc.",'Accident victims',4.07,21440043,1080988,4.0,632,2008
Stephen King,The Green Mile,"Masterfully told and as suspenseful as it is haunting, The Green Mile is Stephen King’s classic #1 New York Times bestselling dramatic serial novel and inspiration for the Oscar-nominated film starring Tom Hanks. Welcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk “the Green Mile,” the lime-colored linoleum corridor leading to a final meeting with Old Sparky, Cold Mountain’s electric chair. Prison guard Paul Edgecombe has seen his share of oddities over the years working the Mile, but he’s never seen anything like John Coffey—a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. And in this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about John Coffey—a truth that will challenge his most cherished beliefs…",'Fiction',4.07,21440043,1080988,5.0,512,2017
Stephen King,The Langoliers,"Stephen King’s unforgettable novella—first included in his 1990, award-winning collection Four Past Midnight and made into a highly acclaimed miniseries—about a terrifying plane ride into a most unfriendly sky. On a cross-country, redeye flight from Los Angeles to Boston, ten passengers awaken in Bangor, Maine, to find that the crew and most of their fellow passengers have disappeared. The airport shows no signs of life. Yet they hear “radio static” in the distance. Craig Toomey, an irritable investment banker on the verge of a breakdown, believes it is “The Langoliers,” monsters he was afraid of as a child who attack those who waste time. It’s mystery author Bob Jenkins who first theorizes that they have flown through a time rip. Bob declares they have entered a place that forbids time travelers to observe or interfere with past events. It turns out that Craig is right, in a way. Two creatures, followed by hundreds more, emerge from the forest and head for the plane, consuming everything in their path. Can the survivors manage to fly the plane back to Los Angeles, back to the correct time, before The Langoliers succeed in their deadly mission to destroy the plane and the world? Dinah Bellman, the young blind girl whose aunt did not survive the time rip, has the greatest insight of all. A spine-tingling, propulsive novella, The Langoliers is a brilliant read from the masterful Stephen King.",'Fiction',4.07,21440043,1080988,4.0,484,2000
Stephen King,The Mist,"In the wake of a summer storm, terror descends... #1 New York Times bestselling author Stephen King suspends a small town in a haze of terror—as humanity makes its last stand against unholy destruction…",'Fiction',4.07,21440043,1080988,4.5,244,2007
Frederick Forsyth,The Negotiator,"Frederick Forsyth, master of the international thriller, retums with an electrifying story of a man of immense power and a conspiracy to crush the President of the United States. Only one man--Forsyth's most unforgettable hero yet--can prevent the plan from succeeding. His name is Quinn. He is the Negotiator.President Cormack is bent on a signing a sweeping U.S.-Soviet disarmament treaty, and the master conspirator is determined to stop him. The kidnapping of a young man on a country road in Oxfordshire is but the first brutal step in the explosive plot engineer the president's destruction. Enter Quinn. Quinn plays the kidnappers like a master musician. . . until, in a shocking tumabout, he discovers that ransom was not their objection after all--and that he has been lured into a cunningly woven web. Now he must draw upon his deepest strengths--to save not only the victim but the entire free world.",'Fiction',4.1,420205,13368,4.0,240,2006
Frederick Forsyth,The Biafra Story,"This is the book which marked Frederick Forsyth's transition from journalist to author. A record of one of the most brutal conflicts in the Third World, it has become a classic of modern war reporting.",'Nigeria',4.1,420205,13368,2.0,359,2005
Frederick Forsyth,The Fist of God,"From the bestselling author of The Day of the Jackal, international master of intrigue Frederick Forsyth, comes a thriller that brilliantly blends fact with fiction for one of this summer's--or any season's--most explosive reads! From the behind-the-scenes decision-making of the Allies to the secret meetings of Saddam Hussein's war cabinet, from the brave American fliers running their dangerous missions over Iraq to the heroic young spy planted deep in the heart of Baghdad, Forsyth's incomparable storytelling skill keeps the suspense at a breakneck pace. Somewhere in Baghdad is the mysterious ""Jericho,"" the traitor who is willing--for a price--to reveal what is going on in the high councils of the Iraqi dictator. But Saddam's ultimate weapon has been kept secret even from his most trusted advisers, and the nightmare scenario that haunts General Schwarzkopf and his colleagues is suddenly imminent, unless somehow, the spy can locate that weapon--The Fist of God--in time. Peopled with vivid characters, brilliantly displaying Forsyth's incomparable, knowledge of intelligence operations and tradecraft, moving back and forth between Washington and London, Baghdad and Kuwait, desert vastnesses and city bazaars, this breathtaking novel is an utterly convincing story of what may actually have happened behind the headlines.",'Fiction',4.1,420205,13368,4.5,360,2001
Frederick Forsyth,The Outsider,"Frederick Forsyth has seen it all. And lived to tell the tale. 'We all make mistakes, but starting the Third World War would have been a rather large one. To this day, I still maintain it was not entirely my fault. But Iâe(tm)m getting ahead of myself. During the course of my life, Iâe(tm)ve barely escaped the wrath of an arms dealer in Hamburg, been strafed by a MiG during the Nigerian civil war, and landed during a bloody coup in Guinea-Bissau. The Stasi arrested me, the Israelis regaled me, the IRA prompted a quick move from Ireland to England, and a certain attractive Czech secret police agent âe"" well, her actions were a bit more intimate. And thatâe(tm)s just for starters. All of that I saw from the inside. But all that time I was, nonetheless, an outsider.' Trained first as a pilot, then as a journalist, Frederick Forsyth finally turned to fiction and became one of the most lauded thriller writers of our time. As exciting as his novels, Forsythâe(tm)s autobiography is a candid look at an extraordinary life lived to the full, a life whose unique experiences have provided rich inspiration for thirteen internationally bestselling thrillers.",'Biography & Autobiography',4.1,420205,13368,5.0,365,2021
Frederick Forsyth,Avenger,"A New York Times Bestselling Author Ricky Colenso travels to Bosnia to volunteer as an aid worker. A few weeks later, he disappears and is never heard from again. A family grieves and is offered little hope, in the fog of that horrible time and place; the killer too has vanished. In a world that has forgotten right and wrong, there are few like Cal Dexter who can settle the score. And so, years later, a worldwide chase is on and Dexter begins to draw a net around the killer. But this time CIA agent Paul Devereaux must find a way to stop Dexter before his quest for vengeance throws the world into chaos.",'Fiction',4.1,420205,13368,4.0,899,2012
Frederick Forsyth,The Phantom of Manhattan,"A stunning sequel to Phantom of the Opera. It is 1906 and Erik, the creature with the hideous face but poetic heart, has escaped to America. He has heard that his beloved-now an international opera star-has a son, and is determined to learn the truth.",'Fiction',4.1,420205,13368,4.0,201,2009
Frederick Forsyth,The Dogs of War,"In a remote corner of Zangaro, a small republic in Africa, lies Crystal Mountain. At certain times of the day the mountain emits a strange glow. Only Sir James Manson knows why. The mountain contains ten billion dollar's worth of the world's most valuable mineral, platinum. "" Not only exciting but truly surprising"" --Atlantic. Now the only question is, how to get hold of it. Sir James knows how. Invade the country with a band of savage, cold-blooded mercenaries. Topple the government and set up a puppet dictatorship. Unleash the dogs of war.",'Mercenary troops',4.1,420205,13368,4.0,371,1981
Agatha Christie,Cards on the Table,"A BBC Radio full-cast dramatization starring John Moffatt as Hercule Poirot, with Stephanie Cole and Donald Sinden. Hercule Poirot, along with three other luminaries from the world of crime detection, is invited to dinner by the renowned London socialite Dr. Shaitana. Also on the guest list are four members of what Shaitana calls his Black Museum--a collection of murderers who have each succeeded in ""getting away with it."" After midnight, when the guests prepare to leave, they make a terrible discovery. Their host is dead in his armchair, stabbed in the chest. The four sleuths are thus faced with one murder and a quartet of likely suspects. Working both together and independently, they investigate the past of the Black Museum's finest in order to determine the most likely killer. Poirot finds that many distractions are thrown in his way, as he attempts to read the meaning of the cards which each suspect has placed on the table.",'Fiction',4.02,7778022,511814,3.0,10,2010
Agatha Christie,Agatha Christie's Murder on the Orient Express,"Just after midnight, a snowdrift stops the Orient Express in its tracks. The luxurious train is surprisingly full for the time of the year, but by the morning it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside. Isolated and with a killer in their midst, detective Hercule Poirot must identify the murderer – in case he or she decides to strike again.",'Drama',4.02,7778022,511814,5.0,0,2000
Agatha Christie,Hickory Dickory Dock,"Normally, a mere outbreak of petty thefts in a youth hostel wouldn't be enough to interest the great detective Hercule Poirot. However, the warden of the hostel is sister to Poirot's secretary Miss Lemon, and concern for her sister is interfering with Miss Lemon's typing abilities. Poirot finds himself with an intriguing puzzle on his hands, and before long, murder increases the mystery.",'Fiction',4.02,7778022,511814,4.0,228,1992
Agatha Christie,Murder is Easy,"Agatha Christie's ingenious murder mystery thriller, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. Luke Fitzwilliam could not believe Miss Pinkerton's wild allegation that a multiple murderer was at work in the quiet English village of Wychwood - or her speculation that the local doctor was next in line. But within hours, Miss Pinkerton had been killed in a hit-and-run car accident. Mere coincidence? Luke was inclined to think so - until he read in The Times of the unexpected demise of Dr Humbleby...",'Fiction',4.02,7778022,511814,3.0,224,1984
Agatha Christie,The ABC Murders,"When Alice Ascher is murdered in Andover, Hercule Poirot is already onto the clues. Alphabetically speaking, it's one down, 25 to go. This classic mystery is now repackaged in a digest-sized edition for young adults. Reissue.","'Detective and mystery stories, English'",4.02,7778022,511814,4.0,330,1936
Agatha Christie,Death in the Clouds,"In Heroes, Peter C. Newman gives us incisive analysis of dozens of Canadians, past and present, who have defined this country, drawing on fifty years of writing. He writes about iconic Canadians such as Terry Fox, Margaret Atwood and June Callwood. From the political ring, he discusses the legacies of Pierre Trudeau, Christina McCall and Lester B. Pearson, among others. And from the world of business, Newman includes some of the most active entrepreneurs on the planet, including Jimmy Pattison and Paul Desmarais. The grand literary master at the top of his game shares the inside stories of these pivotal characters whose lives and times set examples for all of us.",'Fiction',4.02,7778022,511814,4.0,15,2010
Agatha Christie,Death on the Nile,Detective Hercule Poirot is aboard a Nile steamer in Egypt when the seemingly motiveless murder of a beautiful newly married young woman occurs. Complications quickly multiply as he investigates the case.,'Detective and mystery stories',4.02,7778022,511814,5.0,56,2007
Agatha Christie,A Christmas Tragedy,"If you like suspense and detective stories, don't miss this ""Christmas Tragedy"" by Agatha Christie. In this story, Agatha Christie reintroduces Miss Marple, the elder lady, famous for her wit and talent for unraveling mysteries. Once again, the Tuesday Night Club will be surprised by Miss Marple, and Agatha Christie will demonstrate that even experts can sometimes fail when it comes to solving a mystery. Will it be one less in the journey of Miss Marple and the thirteen problems?",'Fiction',4.02,7778022,511814,4.0,26,2013
Agatha Christie,And Then There Were None,"Ten... Ten strangers are lured to an island mansion off the Devon coast. Over dinner, an unseen voice accuses each of them of harbouring a guilty secret, and by the end of the evening one of their number is dead. Nine... Their host fails to appear, and as the weather changes the island becomes a sinister and claustrophobic place to be stranded. Eight... Haunted by an ancient nursery rhyme, they all realise that the murderer is not only among them but is preparing to strike again. Seven... The tension escalates as the survivors try to keep one step ahead of their ingenious stalker, who seems bent on reaching the final line. And Then There Were None.",'Fiction',4.02,7778022,511814,5.0,216,1983
Agatha Christie,The Sittaford Mystery,A chilling message is delivered to the six figures participating in a seance in a remote house in the middle of Dartmoor. Tension rises as the spirits spell out a chilling message.,'Fiction',4.02,7778022,511814,2.0,200,1978
Agatha Christie,A Caribbean Mystery,"As Miss Marple sat basking in the Caribbean sunshine, she felt mildly discontented with life. True, the warmth eased her rheumatism, but here in paradise nothing ever happened. Eventually, her interest was aroused by an old soldier's yarn about strange coincidence. Infuriatingly, just as he was about to show her an astonishing photograph, the Major's attention wandered. He never did finish the story... June Whitfield stars as the sharp-witted spinster sleuth in a BBC full-cast radio drama.",'Fiction',4.02,7778022,511814,4.0,230,1982
Agatha Christie,A Murder is Announced,"A childish practical joke? Or a hoax intended to scare poor Letitia Blacklock? Unable to resist the mysterious invitation, a crowd begins to gather at Little Paddocks at the appointed time when, without warning, the lights go out...",'Fiction',4.02,7778022,511814,1.0,0,2001
Agatha Christie,The Man in the Brown Suit Agatha Christie,"Anne Beddingfeld is on her own and ready for adventures when one comes her way. She sees a man die in a tube station and picks up a piece of paper dropped nearby. The message on the paper leads her to South Africa as she fits more pieces of the puzzle together about the death she witnessed. There is a murder in England the next day, and the murderer attempts to kill her on the ship en route to Cape Town.","'Beresford, Tommy (Fictitious character)'",4.02,7778022,511814,5.0,226,1958
Agatha Christie,Peril at End House,Someone is stalking the lady of End House. She claims her only friend is a ghost. Hercule Poirot has his more earthbound theories of what's happening.,'Detective and mystery stories',4.02,7778022,511814,3.5,246,1985
